key_resp_hello.keys,key_resp_hello.rt,participant,session,date,expName,psychopyVersion,OS,frameRate,start_bwd.keys,start_bwd.rt,textbox.text,correct,key_resp.keys,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,digitSpan,digits,response,start_fwd.keys,start_fwd.rt,textbox_fwd.text,key_resp_fwd.keys,key_resp_fwd.rt,trials_fwd.thisRepN,trials_fwd.thisTrialN,trials_fwd.thisN,trials_fwd.thisIndex,trials_fwd.ran,digitSpan_fwd,digits_fwd
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,39624,return,1.9003,0,0,0,0,1,5,39624
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,80996,return,2.5169,0,1,1,1,1,5,80996
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,730142,return,2.5263,0,0,0,0,1,6,730142
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,179390,return,2.6403,0,1,1,1,1,6,179390
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,3387235,return,3.0053,0,0,0,0,1,7,3387235
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,2544261,return,4.4503,0,1,1,1,1,7,2544261
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,46226408,return,3.0734,0,0,0,0,1,8,46226408
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,70967182,return,3.6004,0,1,1,1,1,8,70967182
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,361373842,return,3.717,0,0,0,0,1,9,361373842
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,570270919,return,3.0656,0,1,1,1,1,9,570270919
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,0,,,,,,,,,,,,,6432900108,return,4.9836,0,0,0,0,1,10,6432900801
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,0,,,,,,,,,,,,,8467348972,return,4.2836,0,1,1,1,1,10,8467348927
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,4184946413,return,5.1669,0,2,2,2,1,10,4184946413
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,0,,,,,,,,,,,,,73790740563,return,6.4003,0,0,0,0,1,11,73290740563
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,74948772224,return,11.9187,0,1,1,1,1,11,74948772224
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,1,,,,,,,,,,,,,97084622072,return,5.4962,0,2,2,2,1,11,97084622072
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,0,,,,,,,,,,,,,68134580169,return,6.8169,0,0,0,0,1,12,6.81346E+11
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,0,,,,,,,,,,,,,87237965817,return,7.8002,0,1,1,1,1,12,8.7238E+11
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,0,,,,,,,,,,,,,241072510512,return,6.9366,0,2,2,2,1,12,2.41072E+11
,,emirgulcan,001,2023-03-16_13h43.17.498,Digit Span Task,2022.2.5,Win32,59.97361161,,,,,,,,,,,,,,,,,,,,,,,,,,
