key_resp.keys,key_resp.rt,correct,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.time,response.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,reward_green,reward_blue,green_pos,pg,pb,corrAns,corrAmount,cash_green,cash_blue,cash_corr,cash_size,cashsize_h,cashsize_v,auditory_stim_green_path,auditory_stim_blue_path,audio_corr,ITI,ITI_s,participant,age,gender,years of education,date,expName,psychopyVersion,OS,frameRate
space,2.726305,1,[-0.34327234582651195],[0.032962652127070495],[1],[0],[0],[0.992565000007744],"[""blue""]",0,0,0,0,1,20,80,right,0.4,-0.4,images/blue_box.png,80,Reward1.png,Reward4.png,Reward4.png,0.1,0.4,0.4,auditory_stim/coin1.wav,auditory_stim/coin4.wav,auditory_stim/coin4.wav,954,1,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
,,0,[0.3769656329750096],[-0.010263780967112866],[1],[0],[0],[1.16125999999349],"[""blue""]",0,1,1,1,1,43,57,left,-0.4,0.4,images/green_box.png,43,Reward3.png,Reward3.png,Reward3.png,0.05,0.3,0.3,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/coin3.wav,813,0.8,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
,,0,[-0.31388702157465814],[-0.038915460759943184],[1],[0],[0],[1.0641999999934342],"[""green""]",0,2,2,2,1,99,1,left,-0.4,0.4,images/blue_box.png,1,Reward5.png,Reward1.png,Reward1.png,0.04,0.1,0.1,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/coin1.wav,1202,1.2,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
,,0,[-0.31388702157465814],[-0.038915460759943184],[1],[0],[0],[0.8675699999876088],"[""green""]",0,3,3,3,1,24,76,left,-0.4,0.4,images/blue_box.png,76,Reward2.png,Reward4.png,Reward4.png,0.1,0.4,0.4,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/coin4.wav,1082,1.1,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
,,1,[-0.2632864788978236],[-0.005647538806697805],[1],[0],[0],[1.5750199999893084],"[""green""]",0,4,4,4,1,86,14,left,-0.4,0.4,images/green_box.png,86,Reward5.png,Reward1.png,Reward5.png,0.06,0.5,0.5,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/coin5.wav,1006,1,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
,,0,[0.34077554711575503],[0.07029543084613347],[1],[0],[0],[2.3444199999939883],"[""green""]",0,5,5,5,1,75,25,right,0.4,-0.4,images/blue_box.png,25,Reward4.png,Reward2.png,Reward2.png,0.045,0.2,0.2,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/coin2.wav,830,0.8,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
,,1,[-0.35162330004393777],[-0.0209782722367344],[1],[0],[0],[3.0976749999972526],"[""green""]",0,6,6,6,1,91,9,left,-0.4,0.4,images/green_box.png,91,Reward5.png,Reward1.png,Reward5.png,0.06,0.5,0.5,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/coin5.wav,1228,1.2,,20,female,0,2021-03-23_16h51.57.728,rl,2020.2.10,Linux x86_64,60
